content,cleaned_content,label,지점명
"드라이브스루, 주차장 넓고 좋아요 직원들도 친절하고  매장도 깔끔한 편이예요 2층 테라스도 있어서 좋아요",드라이브스루 주차장 넓다 좋다 직원 들 도 친절하다 매장 도 깔끔하다 편이 예요 층 테라스 도 있다 좋다,1,가장DT점
"직원분들이 친절하고 청소도 열심히 하네요
",직원 분들 이 친절하다 청소 도 열심히 하다,1,가장DT점
24시간이라 아무때나 와도 부담없이 좋아요!,시간 이라 아무 때 나 와도 부담 없이 좋다,1,가장DT점
괜찮음,괜찮다,1,가장DT점
좋아요,좋다,1,가장DT점
좋아요 ,좋다,1,가장DT점
드라이브뜨루 때문에 일반 내점 주문이 많이느림,드라이브 뜨루 때문 에 일반 내 점 주문 이 많이 느리다,1,가장DT점
좋은곳입니다.,좋다 곳 이다,1,가장DT점
ㅋㅋ,,1,대전터미널점
ㆍ,,0,대전터미널점
ㅇ,,1,대전터미널점
^^♡♡,,1,대전터미널점
맛있어요👍,맛있다,1,대전터미널점
여러모로 이용하기 편해요 주차장이 있어서 좋아요,여러 모로 이용 하다 편하다 주차장 이 있다 좋다,1,대전터미널점
분위기 좋고 조용하고 좋아요,분위기 좋다 조용하다 좋다,1,대전터미널점
오전은 여유가 있네요.,오전 은 여유 가 있다,1,대전터미널점
가성비가 좋아요,가성 비 가 좋다,1,대전터미널점
드라이브턴사랑,드라이브 턴 사랑,1,대전터미널점
굿굿,굿굿,1,대전터미널점
친절,친절,1,대전터미널점
추억을 남기러 ㅋㅋㅋ ,추억 을 남다,1,대전터미널점
굿,굿,1,대전터미널점
굴,굴,1,대전터미널점
조아요,좋다,1,대전터미널점
굳,굳다,1,대전터미널점
ㅇ,,1,대전터미널점
굿,굿,1,대전터미널점
귣,귣,1,대전터미널점
좋아요,좋다,1,대전터미널점
"쿼터파운더치즈 앱할인해서 방문했어요
역시 두툼한패티라 맛있어요",쿼터파운더 치즈 앱 할인 하다 방문 하다 역시 두 툼 한 패티 라 맛있다,1,대전터미널점
음식도 맛있고 2층 창가 자리에 앉아서 혼밥하는데 창문 밖 풍경 바라보면서 먹는데 참 좋았어요,음식 도 맛있다 층 창가 자리 에 앉다 혼밥 하다 창문 밖 풍경 바라보다 먹다 차다 좋다,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
"좋아요~^^
직원분들이 친절해요~",좋다 직원 분들 이 친절하다,1,대전터미널점
"역시 불고기버거는 맛있습니다
더블 불고기는 두배로 맛있습니다",역시 불고기 버거 는 맛있다 더블 불고기 는 두 배 로 맛있다,1,대전터미널점
👍🏻,,1,대전터미널점
"맥치킨
매콤한 상하이버거에 비하면 순한맛인데
맛있어요",맥 치킨 매콤 한 상하이 버거 에 비 하다 순 한 맛 인데 맛있다,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
굿굿,굿굿,1,대전터미널점
아들과왔네요!!!맛나게 잘먹었습니다^^,아들 과 오다 맛 나다 잘 먹다,1,대전터미널점
"좋아요! 친절하시고, 애들한테 웃어주시고 그래서 기분 좋게 식사하고 왔어요 👍🏻",좋다 친절하다 애 들 한테 웃다 그래서 기분 좋다 식사 하고 오다,1,대전터미널점
굿,굿,1,대전터미널점
ㅇㅁ,,1,대전터미널점
상하이 버거 최고,상하이 버거 최고,1,대전터미널점
맥다널~베리 굿~ㅋ,맥 다 널 베리 굿,1,대전터미널점
좋아요,좋다,1,대전터미널점
좋아요!,좋다,1,대전터미널점
자주 깨끗하게 치워주셔서 깔끔합니다~ 좋아요!,자주 깨끗하다 치우다 깔끔하다 좋다,1,대전터미널점
맛있게 잘 먹었습니다 ,맛있다 자다 먹다,1,대전터미널점
역시 모닝메뉴는 맥모닝ㅋ 소시지애그맥머핀과 베이컨토마코에그맥머핀 팬케이크도 야미,역시 모닝 메뉴 는 맥 모닝 소 시 지애 그 맥 머핀 과 베이컨 토 마코 에 그 맥 머핀 팬케이크 도 야 밉다,1,대전터미널점
ㅁㅅㅇㅇ,,1,대전터미널점
아이스크림콘 맛있게 먹고가요! 🍦,아이스크림 콘 맛있다 먹다,1,대전터미널점
좋아요,좋다,1,대전터미널점
굳,굳다,1,대전터미널점
"우아~~감튀가 짜도짜도ㅜㅜ소금이 알알이 보이고 입안에 소금이..감튀하나에 물한모금..ㅜㅜ 결국은 다 쓰레기통으로.. 직원들은 매장
에서 먹고 있는내내 눈치보이고..",우아 감 튀다 짜다 짜다 소금 이 알알이 보이 고 입안 에 소금 이 감 튀다 물 한 모금 결국 은 다 쓰레기통 으로 직원 들 은 매장 에서 먹다 있다 눈치 보이 고,1,대전터미널점
굿,굿,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
맥치킨 사러갔다가 베이컨토마토디럭스 사왔지요.베이컨들어가서 더 짭짤하고 은근 든든합니다,맥 치킨 사르다 가다 베이컨 토마토 디럭스 사오다 베이컨 들어가다 더 짭짤하다 은근 든든하다,0,대전터미널점
좋아요,좋다,1,대전터미널점
굿,굿,1,대전터미널점
커피가 맛있어요,커피 가 맛있다,1,대전터미널점
좋아요,좋다,1,대전터미널점
부사점보다 훨신 친절하네요.^^,부사 점 보다 훨신 친절하다,1,대전터미널점
좋아요,좋다,1,대전터미널점
빨리 나오고 매장이 넓어서 혼밥하기 좋아요,빨리 나오다 매장 이 넓다 혼밥 하다 좋다,1,대전터미널점
"대전 성모병원 갈일 있을때 주차도 간단히
버거도 간단히",대전 성모 병원 갈다 일 있다 때 주차 도 간단하다 버거 도 간단하다,1,대전터미널점
"창녕갈릭치킨버거  가장 맛없게 찍었지만
가장 맛있었어요
갈릭소스듬뿍얹은 치킨패티가 한끼로 손색없어요",창녕 갈릭 치킨 버거 가장 맛없다 찍다 가장 맛있다 갈릭 소스 듬뿍 얹다 치킨 패티 가 한 끼 로 손색 없다,1,대전터미널점
☺️,,1,대전터미널점
급하게 열차시간 맞춰서 갔는데 좋아요,급하다 열차 시간 맞추다 가다 좋다,1,대전터미널점
굳,굳다,1,대전터미널점
한라봉칠러를 판매하고 있는 매장.,한라봉 치르다 판매 하고 있다 매장,1,대전터미널점
좋아요,좋다,1,대전터미널점
빨리 나오고 매장도 넓고 좋습니다. ,빨리 나오다 매장 도 넓다 좋다,1,대전터미널점
굿,굿,1,대전터미널점
맥플러리 먹었습니다 맛있듀,맥플러리 먹다 맛있듀,1,대전터미널점
좋아요,좋다,1,대전터미널점
간단히 먹기좋아요,간단하다 먹기 좋다,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
슈슈,슈슈,1,대전터미널점
좋아요,좋다,1,대전터미널점
맥날 좋음,맥날 좋다,1,대전터미널점
"맥모닝을 예쁘게 종이에 싸주시면좋겠어요
막 구겨구겨지게 싸주신걸 먹으니쓰레기 펼치는  기분이 들어요ㅠ 바쁘시겠지만 예쁘게 싸주세요 버거종이",맥 모닝 을 예쁘다 종이 에 싸 주다 좋다 막 구기다 구기다 싸 주다 걸 먹다 쓰레기 펼치다 기분 이 들다 바쁘다 예쁘다 싸다 버거 종이,1,대전터미널점
좋아요,좋다,1,대전터미널점
좋아요,좋다,1,대전터미널점
좋아요,좋다,1,대전터미널점
맛있네요~~,맛있다,1,대전터미널점
가성비조아요,가성 비조 아 요,1,대전터미널점
무난,무난,1,대전터미널점
요즘은 가격이 많이 오름,요즘 은 가격 이 많이 오름,0,대전터미널점
좋아욥,좋다 욥,1,대전터미널점
"빅맥 맛있어요
설문조사하고 쿠폰도 받으세요",빅맥 맛있다 설문조사 하고 쿠폰 도 받다,1,대전터미널점
ㅇㅁ,,1,대전터미널점
굿,굿,1,대전터미널점
굳,굳다,1,대전터미널점
맛있어요!ㅋㅋ,맛있다,1,대전터미널점
깨끗해영 ,깨끗하다 영,1,대전터미널점
조아요,좋다,1,대전터미널점
맛있어영~,맛있다 영,1,대전터미널점
굿,굿,1,대전터미널점
굿,굿,1,대전터미널점
진대대크 존맛,진대 대 크다 존맛,1,대전터미널점
🙂,,1,대전터미널점
🙂,,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
1955버거 너무 맛있네요,버거 너무 맛있다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
트리플 치즈버거 맛있어요,트리플 치즈버거 맛있다,1,대전터미널점
더위를 싹 내려주는 자두천도복숭아칠러,더위 를 싹 내다 자두 천 도 복숭아 치르다,1,대전터미널점
굿굿,굿굿,1,대전터미널점
조어요,조어 요,1,대전터미널점
후식으로 찾는 칠러 짱,후식 으로 찾다 치르다 짱,1,대전터미널점
조아요,좋다,1,대전터미널점
"대파크림크로켓 버거 궁금해서 방문했는데💚 역시 상하이버거는 안먹을 수 없다...🩷 역시 맛있는 상하이버거 다음으로 대파크림크로
켓도 맛있었어요😆 한국인 입맛에 딱! 크로켓이라 조금 느끼할까 걱정했는데 맛있게 느끼하고 또 적절히 짭짤한맛도 있어 맛있게 먹었
네요🫶🏻 ",대파 크림 크로켓 버거 궁금하다 방문 하다 역시 상하이 버거 는 안 먹다 수 없다 역시 맛있다 상하이 버거 다음 으로 대파 크림 크다 켓 도 맛있다 한국인 입맛 에 딱 크로켓 이라 조금 느끼하다 걱정 하다 맛있다 느끼하다 또 적절하다 짭짤하다 맛 도 있다 맛있다 먹다 네요,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
굿,굿,1,대전터미널점
🙂,,1,대전터미널점
맥도날드 존맛,맥도날드 존맛,1,대전터미널점
햄버거가 진짜 맛있어요!,햄버거 가 진짜 맛있다,1,대전터미널점
굳굳굳,굳다 굳다 굳다,1,대전터미널점
어디에나 있는 맥버거,어디 에나 있다 맥 버거,1,대전터미널점
좋아요,좋다,1,대전터미널점
매장이 넓고 친절해요,매장 이 넓다 친절하다,1,대전터미널점
굳,굳다,1,대전터미널점
좋아요,좋다,1,대전터미널점
맥도날드는 치즈버거가 짱이쥬!!!,맥도날드 는 치즈버거 가 짱이쥬,1,대전터미널점
좋아요,좋다,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
:)👍,,1,대전터미널점
ㅎㅎ,,1,대전터미널점
👍👍👍👍👍,,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
"맥도날드베이컨토마토디럭스
왠지모르게 예전에 먹던 그 맛있는 베토디가 아닙니다...
다시 사먹을지모르겠네요",맥도날드 베이컨 토마토 디럭스 왠지 모르다 예전 에 먹다 그 맛있다 베토디 가 아니다 다시 사먹다 모르다,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
맛있고 친절해요,맛있다 친절하다,1,대전터미널점
조아조아조아,조아 조아 조아,1,대전터미널점
맥날 맛나요,맥날 맛 나 요,1,대전터미널점
굿,굿,1,대전터미널점
4500원 디카페인 아이스크림 라떼 강추ㅡ 버거셋트와 함께 가성비 최고였어요,원 디카 페인 아이스크림 라떼 강추 버거셋트 와 함께 가성 비 최고 이다,1,대전터미널점
핫크리스피 맥앤치즈 맛있어요!,핫 크리스 피 맥앤치즈 맛있다,1,대전터미널점
🐰뉴진스 토끼 그림이 컵에 그려져있어요,뉴진스 토끼 그림 이 컵 에 그려지다,1,대전터미널점
맛있어요 ,맛있다,1,대전터미널점
굿,굿,1,대전터미널점
좋아요,좋다,1,대전터미널점
굿,굿,1,대전터미널점
맛있어요 ,맛있다,1,대전터미널점
ㄱ,,1,대전터미널점
버거가 참 맛있어요~,버거 가 차다 맛있다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
냉방 시원하고 가성비  굳굳,냉방 시원하다 가성 비 굳다 굳다,1,대전터미널점
재료도 신선하고 매장도 넓어요,재료 도 신선하다 매장 도 넓다,1,대전터미널점
오랜만에 맥도날드버거 먹었는데 맛있었어요,오랜 만 에 맥도날드 버거 먹다 맛있다,1,대전터미널점
자주가요,자주 가요,1,대전터미널점
ㄱ,,1,대전터미널점
빅맥 맛나요,빅맥 맛 나 요,1,대전터미널점
굿,굿,1,대전터미널점
매우 좋아요-!,매우 좋다,0,대전터미널점
"맛있는 햄버거 좋아요
",맛있다 햄버거 좋다,1,대전터미널점
직원분들 넘 친절해서 좋아용,직원 분들 넘다 친절하다 좋다,1,대전터미널점
"친절함이 기본인 곳이에요.~!.
기분을 최고로 만들아줘요.~!.",친절하다 기본 인 곳 이에요 기분 을 최고 로 만들다,1,대전터미널점
☆☆☆,,0,대전터미널점
친절해요 ,친절하다,1,대전터미널점
ㄱ,,1,대전터미널점
ㅇㅁ,,1,대전터미널점
☆☆☆,,0,대전터미널점
☆☆☆,,0,대전터미널점
"드쓰 할땐 케찹 한개만 더 달라고
미리 말씀 못드리는데도 미소 지으시며
더 챙겨주시네요.~. 넘넘 감사드립니다.~.^^👍",드쓰 하다 땐 케찹 한개 만 더 달라 고 미리 말씀 못 드리다 미소 지다 더 챙기다 넘다 넘다 감사 드리다,1,대전터미널점
👍,,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
더운 여름 시원한 아이크림 맛있어용,덥다 여름 시원하다 아이 크림 맛있다,1,대전터미널점
맛있게 잘 먹었어요^^,맛있다 자다 먹다,1,대전터미널점
"언제 가도 기분 좋은 곳.!.
아들이 맥도나드 중에 가장 좋아하는 곳.!.
친절해서 항상 미소짓게 되는 곳.!.",언제 가도 기분 좋다 곳 아들 이 맥 도나 드 중 에 가장 좋아하다 곳 친절하다 항상 미소 짓다 되다 곳,1,대전터미널점
드라이브 쓰루 공간이 넓어여,드라이브 쓰루 공간 이 넓다,1,대전터미널점
포테이토에 소금이 뭉탱이로 들어가서 많이 짰어요ㅜ 버거는 맛있었고 직원분들도 친절해서 좋았습니다,포테이토 에 소금 이 뭉탱이 로 들어가다 많이 짜다 버거 는 맛있다 직원 분들 도 친절하다 좋다,1,대전터미널점
오랜만에 방문,오랜 만 에 방문,1,대전터미널점
새로운 칠러를 먹어봄 자두천도복숭아칠러,새롭다 치르다 먹다 봄 자두 천 도 복숭아 치르다,1,대전터미널점
쿼터파운드맛나요,쿼터 파운드 맛 나 요,1,대전터미널점
테이블 서비스 했는데 좋네요. 서버분이 더 필요 한거 없냐고 물으셔서 티슈랑 케찹 말씀 드리니 앞치마 주머니에서 도라에몽 주머니마냥 짠 하고 쥬셔서 재미도 있었어여~^^,테이블 서비스 하다 좋다 서버 분 이 더 필요 한 거 없다 물다 티슈 랑 케찹 말씀 드리다 앞치마 주머니 에서 도라에몽 주머니 마냥 짜다 하다 쥬셔 서 재미 도 있다,0,대전터미널점
테이블 서비스 친절하고 맛있게 먹었어요,테이블 서비스 친절하다 맛있다 먹다,0,대전터미널점
써비스만족도는 상중하에서 중 입니다ㅜㅜ,써비 스 만족도 는 상중하 에서 중 이다,1,대전터미널점
버거맛이 좋아요,버거 맛 이 좋다,1,대전터미널점
간편하게 좋아여,간편하다 좋다,1,대전터미널점
맥모닝은 진리ㅋ,맥 모닝 은 진리,1,대전터미널점
"카페라떼 실수로 떨어뜨렸는데
바로 새로 해주시는 친절함에
감동!!!!!!",카페라떼 실수 로 떨어뜨리다 바로 새롭다 해주시 는 친절하다 감동,1,대전터미널점
바닐라 선데,바닐라 선데,1,대전터미널점
"매콤하고 맛있어요 
팔이 불편한데 테이블 서비스란게 있어 좋았어요!!",매콤 하고 맛있다 팔이 불편하다 테이블 서비스 란 게 있다 좋다,1,대전터미널점
"행사하고 있어서 저렴하게, 맛있게 먹었어요!",행사 하고 있다 저렴하다 맛있다 먹다,1,대전터미널점
넓어요,넓다,1,대전터미널점
좋아요^^,좋다,1,대전터미널점
선데이 아스크림 최고,선데이 아스 크림 최고,1,대전터미널점
매우 친절함,매우 친절하다,0,대전터미널점
좋아요,좋다,1,대전터미널점
굿굿,굿굿,1,대전터미널점
굿,굿,1,대전터미널점
조아요,좋다,1,대전터미널점
감튀 맛집이에요,감 튀다 맛집 이에요,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
간단한 한끼 좋아요!,간단하다 한 끼 좋다,1,대전터미널점
맥날 전세계 체인… 맛은 아는 맛이라 설명이 필요 없을 거 같고 여기 매장도 딴데랑 비슷하게 2층건물이고 주차는 많이는 못해요. DT라 DT손님 많아요. 회사 근처라 가아끔 가는 편,맥날 전세계 체인 맛 은 알다 맛 이라 설명 이 필요 없다 거 같다 여기 매장 도 따다 비슷하다 층 건물 이고 주차 는 많다 못 하다 라 손님 많다 회사 근처 라 가다 끄다 가다 편,1,대전터미널점
오늘 테이블서비스 홍보하시는분 너무 친절하시고 고우셨어요 좋았읍니다,오늘 테이블 서비스 홍보 하다 분 너무 친절하다 곱다 좋다 읍니 다,0,대전터미널점
조아조아죠와,조아 조아 죠 오다,1,대전터미널점
집앞에 있어서 좋아요. 쿠폰 종류도 많아요.,집앞 에 있다 좋다 쿠폰 종류 도 많다,1,대전터미널점
굿,굿,1,대전터미널점
"키오스크 불편함 

쿠폰인데 메뉴구성 다 골라서 결제까지 다 첨부터 해야댐",키 오스 크다 불편하다 쿠폰 인데 메뉴 구성 다 골 라서 결제 까지 다 첨부 터 하다 댐,1,대전터미널점
좋아요,좋다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
맛있어여~~^^,맛있다,1,대전터미널점
🍔🍟🥤 마시쫍쫍,마시쫍쫍,1,대전터미널점
ㄱ,,1,대전터미널점
맛나요......근데 장속 더러버요,맛 나 요 근데 장속 더 러버 요,1,대전터미널점
햄버거 맛있고 친절해요,햄버거 맛있다 친절하다,1,대전터미널점
"맛나고 좋네요
빠른 요리 바쁘게 오시는분들 좋아요",맛 나다 좋다 빠르다 요리 바쁘다 오시 는 분 들 좋다,1,대전터미널점
굿,굿,1,대전터미널점
편하게 있다가 가기 좋아요!,편하다 있다 가기 좋다,1,대전터미널점
친절해요 ,친절하다,1,대전터미널점
친절해요 ,친절하다,1,대전터미널점
굳굳,굳다 굳다,1,대전터미널점
"야간타임에 계신 여자직원분 친절하셔요💗 맥도날드는 역시 슈비버거! 직원분들이 바뀌셨는지, 이전이랑 다르게 버거 퀄리티가 엄청 좋아져서 놀랐어요🥹 새우패티 완전 바삭바삭..🫶🏻 에어컨 빵빵하고 넓어서 쾌적하고 맛있게 잘 먹고 왔어요!",야간 타임 에 계시다 여자 직원 분 친절하다 맥도날드 는 역시 슈비 버거 직원 분들 이 바뀌다 이전 이랑 다르다 버거 퀄리티 가 엄청 좋아지다 놀라다 새우 패티 완전 바삭바삭 에어컨 빵빵 하고 넓다 쾌적하다 맛있다 자다 먹다 오다,1,대전터미널점
뷰가좋아요,뷰 가 좋다,1,대전터미널점
맥모닝의 머핀은 유명 제과 베이커리보다 낫다!,맥 모닝 의 머핀 은 유명 제과 베이커리 보다 낫다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
신선하고 맛있어요,신선하다 맛있다,1,대전터미널점
혼점,혼점,1,대전터미널점
이곳 키오스크 사용이 적응이 안되었었는데 이곳 알바생에게 오늘 찬찬히 교육 잘 받고 발걸음 가볍게 돌아왔습니다. 친절도 100%,이 곳 키 오스 크다 사용 이 적응 이 안되다 이 곳 알바생 에게 오늘 찬찬하다 교육 자다 받다 발걸음 가볍다 돌아오다 친절 도,1,대전터미널점
아이스크림 양 실화입니까? 가격은 오르고 두 입 먹으니까 사라지네요. 인간적으로 양 너무 줄었네요.,아이스크림 양 실화 입 니까 가격 은 오르다 두 입 먹다 사라지다 인간 적 으로 양 너무 줄다,1,대전터미널점
배달시키면 한시간이상,배달 시키다 한 시간 이상,1,대전터미널점
친절해요,친절하다,1,대전터미널점
🙂,,1,대전터미널점
맥그리들! 넘 맛있어요!!,맥 그 리 들 넘다 맛있다,1,대전터미널점
아이스크림이 고소하고 부드러워  맛있어요,아이스크림 이 고소하다 부드럽다 맛있다,1,대전터미널점
진짜 조그마하네요ㅋㅋ어플에 있는 쿠폰 사용해서 할인 받았어요~~,진짜 조그마하다 어플 에 있다 쿠폰 사용 하다 할인 받다,1,대전터미널점
알바생분 너무 친절하셔서 기분 좋을정도였어요!,알바생 분 너무 친절하다 기분 좋다 정도 이다,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
굿굿,굿굿,1,대전터미널점
ㅇㅁ,,1,대전터미널점
직원분이 친절하시고 버거가 맛있어요,직원 분 이 친절하다 버거 가 맛있다,1,대전터미널점
다 맛있는데 해쉬브라운이 너무 짜네요.,다 맛있다 해쉬 브라운 이 너무 짜다,1,대전터미널점
맛있오요,맛있다,1,대전터미널점
맛있어요!!!,맛있다,1,대전터미널점
자주가요 ,자주 가요,1,대전터미널점
굿,굿,1,대전터미널점
맥도날트 할인쿠폰이 있어서 좋아요.,맥도날트 할인 쿠폰 이 있다 좋다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
맥날 아이스크림 짱,맥날 아이스크림 짱,1,대전터미널점
굿굿,굿굿,1,대전터미널점
🙂,,1,대전터미널점
굿,굿,1,대전터미널점
굿,굿,1,대전터미널점
가끔 이용,가끔 이용,1,대전터미널점
☆☆☆☆,,1,대전터미널점
2층까지 매장있네요,층 까지 매장 있다,1,대전터미널점
굿,굿,1,대전터미널점
테이블서비스 친절하세용,테이블 서비스 친절하다,1,대전터미널점
쿼터파운드가 최고,쿼터 파운드 가 최고,1,대전터미널점
👍,,1,대전터미널점
맥모닝 쪼아오,맥 모닝 쪼아오,1,대전터미널점
쎼킷,쎼킷,1,대전터미널점
주차하기 힘든곳이네요^^,주차 하다 힘드다 곳 이네 요,1,대전터미널점
좋아요,좋다,1,대전터미널점
아들녀석이 너무 좋아하네요,아들 녀석 이 너무 좋아하다,1,대전터미널점
자주 방문해요,자주 방문 하다,1,대전터미널점
굿,굿,1,대전터미널점
깔끔하고 깨끗한 테라스 석이 있는 매장이에요!,깔끔하다 깨끗하다 테라스 석 이 있다 매장 이에요,1,대전터미널점
역시 맥도날도 최공👏👏,역시 맥 도 날 도 최공,0,대전터미널점
출근하면서 맥모닝 종종 사먹어요. 집근처 맥도날드 없는데 직장 근처라 좋아요,출근 하다 맥 모닝 종종 사먹다 집 근처 맥도날드 없다 직장 근처 라 좋다,1,대전터미널점
좋습니다.,좋다,1,대전터미널점
간단히해결하기좋아요,간단하다 해결 하다 좋다,1,대전터미널점
가볍게 있다 가기 좋아요,가볍다 있다 가기 좋다,1,대전터미널점
좋아요,좋다,1,대전터미널점
햄버거.커피가 맛있어요,햄버거 커피 가 맛있다,1,대전터미널점
좋,좋다,1,대전터미널점
조아요,좋다,1,대전터미널점
직원들이 친절하고 감튀 맛있음ㅋㅋ,직원 들 이 친절하다 감 튀다 맛있다,1,대전터미널점
직원들이 친절하고 감튀 맛있음ㅋㅋ,직원 들 이 친절하다 감 튀다 맛있다,1,대전터미널점
맛나요~,맛 나 요,1,대전터미널점
굿,굿,1,대전터미널점
커피가 맛있어요^^,커피 가 맛있다,1,대전터미널점
굿,굿,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
맛있어요 따끈해요,맛있다 따끈하다,1,대전터미널점
조아요,좋다,1,대전터미널점
자주 갑니다. ,자주 가다,1,대전터미널점
주문한게 빨리 나와요~👍,주 문 한 게 빨리 나오다,1,대전터미널점
조아요,좋다,1,대전터미널점
"설문조사 참여하고 칭찬해주고
무료 아이스커피 받아먹었어요^^
",설문조사 참여 하고 칭찬 해주다 무료 아이스커피 받다 먹다,1,대전터미널점
굳,굳다,1,대전터미널점
굿,굿,1,대전터미널점
서비스도 좋고 버거도 맛있습니다,서비스 도 좋다 버거 도 맛있다,1,대전터미널점
좋아요,좋다,1,대전터미널점
좋아요,좋다,1,대전터미널점
👍🏻,,1,대전터미널점
🙂,,1,대전터미널점
칭찬 해 주고 무료 커피 받았어요^^,칭찬 해 주다 무료 커피 받다,1,대전터미널점
좋아요,좋다,1,대전터미널점
늦게까지해서 좋아요 :) ,늦다 하다 좋다,1,대전터미널점
좋아요,좋다,1,대전터미널점
굿,굿,1,대전터미널점
맛있어요 ,맛있다,1,대전터미널점
"영수증보니 3월 25일 오후 5:30방문했네요! 매장 전체적으로 좋았지만 중간에 2층에서 모자쓰고 청색반팔셔츠에 팔에 자잘한 문신있
는 여성직원분께서 내려오셨는데… 조금 피곤하셨는지…  휴지 받는데 말도 없고 그냥 막 주시고… 살짝 불편했지만 맛나게 먹었습니
다!  다음엔 조금만 더 세심하게 부탁드려요^^",영수증 보다 월 일 오후 방문 하다 매장 전체 적 으로 좋다 중간 에 층 에서 모자 쓰다 청색 반 팔 셔츠 에 팔 에 자잘하다 문신 있다 늘다 여 성 직원 분 께서 내려오다 조금 피곤하다 휴지 받다 말 도 없다 그냥 막 주시 고 살짝 불편하다 맛 나다 먹다 습 니 다 다음 엔 조금 만 더 세심 하다 부탁드리다,0,대전터미널점
매장도 넓고 주문한 게 정확하게 나오고 직원분들도 친절해서 좋아요! 복층이에요!,매장 도 넓다 주문 한 게 정확하다 나오다 직원 분들 도 친절하다 좋다 복층 이에요,1,대전터미널점
국,국,0,대전터미널점
★★★★,,1,대전터미널점
소프트콘 마싯어용,소프트 콘 마싯다,1,대전터미널점
굿,굿,1,대전터미널점
조어요,조어 요,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
가성비굳,가성 비 굳다,1,대전터미널점
굿,굿,1,대전터미널점
좋아요,좋다,1,대전터미널점
"맥도날드 살면서 수 없이 먹어봤지만  이렇게 금방 빨리 나오고 또 버거도 따뜻하고 맛있는 곳은 처음이네요.  출장 와서 주변에 먹을 곳
이 없어서 배회하다가 그냥 왔는데 대 만족이예요 먹으면서 올립니다. 대전 출장이 좋은 추억으로 남을 것 같아요 ㅎㅎ ",맥도날드 살다 수 없이 먹다 보다 이렇게 금방 빨리 나오다 또 버거 도 따뜻하다 맛있다 곳 은 처음 이네 요 출장 오다 주변 에 먹다 곳 이 없다 배회 하다 그냥 오다 대다 만족 이 예요 먹다 올리다 대전 출장 이 좋다 추억 으로 남 을 것 같다,1,대전터미널점
맥모닝 역시 최고👍🏻👍🏻,맥 모닝 역시 최고,0,대전터미널점
감튀가 짜요,감 튀다 짜다,1,대전터미널점
좋아요,좋다,1,대전터미널점
자주애용해요,자주 애용 해 요,1,대전터미널점
ㅇㅁ,,1,대전터미널점
주차가 좋은곳,주차 가 좋다 곳,1,대전터미널점
좋아요,좋다,1,대전터미널점
굿굿,굿굿,1,대전터미널점
귿!,귿,1,대전터미널점
좋아요!,좋다,1,대전터미널점
맛있어요,맛있다,1,대전터미널점
좋아요,좋다,1,대전터미널점
굿,굿,1,대전터미널점
좋아요,좋다,1,대전터미널점
"맛이야 맥도날드 다 비슷하겠지만 여긴 너무 별로임 맥런치 시간 첫번째 주문해서 10번째 온사람보다 늦게 찾음 3세트가 대량도 아니
고, 와서 5분도안되서 찾은사람이 태반인데 혼자 15분넘게 기다림 전광판 사람 다 찼었는데 젤 늦게 찾음 무엇보다 별로인건 여기 cs시
스템임 늦으면 미안하단 말도 없음 포장으로 대놓고 혼자왔는데 종이가방도 꼭말을해야 받아갈수 있음 너무 기분 별로임 배고파...",맛 이야 맥도날드 다 비슷하다 여기다 너무 별로 임 맥런치 시간 첫 번째 주문 하다 번째 온 사람 보다 늦다 찾다 세트 가 대량 도 아니다 고 오다 분도 안되다 찾다 사람 이 태반 인데 혼자 분 넘다 기다림 전광판 사람 다 차다 젤 늦다 찾다 무엇 보다 별로 인 건 여기 시 스템 임 늦다 미안하다 말 도 없다 포장 으로 대놓고 혼자 오다 종이가방 도 꼭말 을해 야 받다 갈수 있다 너무 기분 별로 임 배고프다,0,대전터미널점
ㅕ,,1,대전터미널점
🙂,,1,대전터미널점
잘먹고왔어요,잘 먹다 오다,1,대전터미널점
좋아요 ,좋다,1,대전터미널점
좋아요,좋다,1,대전터미널점
주차하기도 좋고 맛있어요,주차 하다 좋다 맛있다,1,대전터미널점
굳,굳다,1,대전터미널점
