content,date,지점명,YearMonth
굿!,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
^^,2022-07-01,대전터미널점,2022-07
굿굿,2022-07-01,대전터미널점,2022-07
손님 빠지면 탁자 바로바로 닦아주길~,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
위치가 좋아요,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
추천,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
"일찍 일어나야만 먹을 수 있는 맥모닝 
오랜만에 먹었더니 너무 맛있어요",2022-07-01,대전터미널점,2022-07
좋아요,2022-07-01,대전터미널점,2022-07
A,2022-07-01,대전터미널점,2022-07
디카페인라떼 맛집이예요.드라이브스루 너무 편리해요.,2022-07-01,대전터미널점,2022-07
좋아요!,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
.,2022-07-01,대전터미널점,2022-07
.,2022-07-01,대전터미널점,2022-07
.,2022-07-01,대전터미널점,2022-07
가성비좋습니다,2022-07-01,대전터미널점,2022-07
최고입니다,2022-07-01,대전터미널점,2022-07
맛있어요 ,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
좋아요,2022-07-01,대전터미널점,2022-07
디카페인라떼 음료 먹기 좋아 맥드라이브스루 자주 와요.,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
,2022-07-01,대전터미널점,2022-07
굿굿,2022-07-01,대전터미널점,2022-07
"신제품이나왔길 래  먹어봤는데  맛있네요
매장도넓고  직원도친절하고  자주와야겠엉요",2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
주차장 작아요,2022-07-01,대전터미널점,2022-07
좋아요,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
버거 양이 적어진거 같아요 저렴해서 그런가..,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
좋아요,2022-07-01,대전터미널점,2022-07
좋아요.,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
좋아요,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
ㅇ,2022-07-01,대전터미널점,2022-07
ㅡ,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
긋,2022-07-01,대전터미널점,2022-07
좋아요,2022-07-01,대전터미널점,2022-07
아이도 잘 먹어요!,2022-07-01,대전터미널점,2022-07
맛있게 만들어주셨어요!,2022-07-01,대전터미널점,2022-07
ㅇ,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
맛있어요,2022-07-01,대전터미널점,2022-07
맛있어요,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
물냉면 맛있어요!,2022-07-01,대전터미널점,2022-07
좋아요,2022-07-01,대전터미널점,2022-07
굿,2022-07-01,대전터미널점,2022-07
키오스크오류가넘많음,2022-07-01,대전터미널점,2022-07
굿,2022-06-01,대전터미널점,2022-06
맛있어요 👍,2022-06-01,대전터미널점,2022-06
굿굿,2022-06-01,대전터미널점,2022-06
좋아요,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
좋아요 ,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
맛있어요 ㅋ 오늘점심 ㅋ,2022-06-01,대전터미널점,2022-06
ㅎㅎ,2022-06-01,대전터미널점,2022-06
👍,2022-06-01,대전터미널점,2022-06
굿굿,2022-06-01,대전터미널점,2022-06
감자튀김 너무짜요 지난번에도 짜서 다 버렸는데 바뀐게 없어요,2022-06-01,대전터미널점,2022-06
굿굿!!!,2022-06-01,대전터미널점,2022-06
아이스크림 라떼 양도 많고 존맛탱,2022-06-01,대전터미널점,2022-06
"자주  방문하는 곳이에요  ㅎ
친절하고 좋아용 ",2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
상하이버거 맛있어요,2022-06-01,대전터미널점,2022-06
굿굿,2022-06-01,대전터미널점,2022-06
집에서 가까운 맥날이 있다는 게 얼마나 큰 메리트인지 모르겠네요 너무 좋습니다,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
촣음,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
키오스크 너무 자주 오류남,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
센트럴 맥도날드 좋아요.,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
맛잇어요♥️,2022-06-01,대전터미널점,2022-06
단골집,2022-06-01,대전터미널점,2022-06
좋아요,2022-06-01,대전터미널점,2022-06
친절하고 좋아요,2022-06-01,대전터미널점,2022-06
좋아요,2022-06-01,대전터미널점,2022-06
시원해요,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
구웃,2022-06-01,대전터미널점,2022-06
좋아요,2022-06-01,대전터미널점,2022-06
좋아요,2022-06-01,대전터미널점,2022-06
밤에가면 패티가 너무 딱딱해요 ㅠ ,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
맛잇어요!,2022-06-01,대전터미널점,2022-06
DT이용,2022-06-01,대전터미널점,2022-06
여기가느니 다른곳 가는게...,2022-06-01,대전터미널점,2022-06
아메리카노 저렴 굿,2022-06-01,대전터미널점,2022-06
👍,2022-06-01,대전터미널점,2022-06
좋아요,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
구웃,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
ㄱㅅ,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
맛있어요 👍,2022-06-01,대전터미널점,2022-06
크리스피 디럭스 넘 맛있어요!,2022-06-01,대전터미널점,2022-06
굿,2022-06-01,대전터미널점,2022-06
맛나요 ,2022-05-01,대전터미널점,2022-05
맛있어요 ,2022-05-01,대전터미널점,2022-05
좋아요 ,2022-05-01,대전터미널점,2022-05
좋아요 ,2022-05-01,대전터미널점,2022-05
ㄱ,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
좋아요 ,2022-05-01,대전터미널점,2022-05
,2022-05-01,대전터미널점,2022-05
맛있어요,2022-05-01,대전터미널점,2022-05
굿굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
맛있어요. 친절해요. 매장 넓어서 좋아요.,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
치즈스틱 너무 맛있어요,2022-05-01,대전터미널점,2022-05
좋아여 ,2022-05-01,대전터미널점,2022-05
좋아여,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
구웃,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
좋아요,2022-05-01,대전터미널점,2022-05
좋아요,2022-05-01,대전터미널점,2022-05
,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
좋아요,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
매장 넓음,2022-05-01,대전터미널점,2022-05
집앞 굿,2022-05-01,대전터미널점,2022-05
너무 맛있어용 ,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
좋아요ㅛ,2022-05-01,대전터미널점,2022-05
좋아요 ,2022-05-01,대전터미널점,2022-05
맛있어요,2022-05-01,대전터미널점,2022-05
좋아요 ,2022-05-01,대전터미널점,2022-05
맥모닝 굿,2022-05-01,대전터미널점,2022-05
맛있어요,2022-05-01,대전터미널점,2022-05
맛있어요,2022-05-01,대전터미널점,2022-05
,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
친절해요 ,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
맥모닝은 항상 맛있죠 해쉬도 최고에요~,2022-05-01,대전터미널점,2022-05
ㅇ,2022-05-01,대전터미널점,2022-05
뉴진스버거 먹으러갔는데 없어서 다른거 먹고왔네요 ㅠㅠ,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
★★★★,2022-05-01,대전터미널점,2022-05
신메뉴 맛있어용ㅎㅎ,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
좋아요,2022-05-01,대전터미널점,2022-05
맛있어요,2022-05-01,대전터미널점,2022-05
혼밥 좋아요,2022-05-01,대전터미널점,2022-05
조어요,2022-05-01,대전터미널점,2022-05
굿,2022-05-01,대전터미널점,2022-05
햄버거,2022-05-01,대전터미널점,2022-05
좋아용💛,2022-05-01,대전터미널점,2022-05
굿굿,2022-04-01,대전터미널점,2022-04
맛있어요!,2022-04-01,대전터미널점,2022-04
좋아요 ,2022-04-01,대전터미널점,2022-04
긋,2022-04-01,대전터미널점,2022-04
귿,2022-04-01,대전터미널점,2022-04
좋아요,2022-04-01,대전터미널점,2022-04
좋아요,2022-04-01,대전터미널점,2022-04
사이즈 상관없이 가격 같다하여 더 큰 사이즈로 테이크 아웃했어요 ^^,2022-04-01,대전터미널점,2022-04
편리합,2022-04-01,대전터미널점,2022-04
굿굿,2022-04-01,대전터미널점,2022-04
.,2022-04-01,대전터미널점,2022-04
.,2022-04-01,대전터미널점,2022-04
.,2022-04-01,대전터미널점,2022-04
.,2022-04-01,대전터미널점,2022-04
주문하면 바로 받아 나올수가 있어 편리합니다. ,2022-04-01,대전터미널점,2022-04
맛잇어요,2022-04-01,대전터미널점,2022-04
굳,2022-04-01,대전터미널점,2022-04
맥도날드는 사랑,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
키오스크 고장이 너무 잦아서 불편,2022-04-01,대전터미널점,2022-04
맛있어요~,2022-04-01,대전터미널점,2022-04
ㅂ,2022-04-01,대전터미널점,2022-04
햄버억버억 자주먹어요,2022-04-01,대전터미널점,2022-04
좋아요,2022-04-01,대전터미널점,2022-04
친절해요,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
오랜만에 맥모닝 맛있습니다 :),2022-04-01,대전터미널점,2022-04
맛있어요.. 맥모닝..,2022-04-01,대전터미널점,2022-04
귿,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
맛있어요 :),2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
좋아요,2022-04-01,대전터미널점,2022-04
굿,2022-04-01,대전터미널점,2022-04
,2022-04-01,대전터미널점,2022-04
맛있게 먹은 탓에 사진은 없다고 한드아…,2022-04-01,대전터미널점,2022-04
맛나용,2022-03-01,대전터미널점,2022-03
맛있어요,2022-03-01,대전터미널점,2022-03
좋아요,2022-03-01,대전터미널점,2022-03
맛있어요,2022-03-01,대전터미널점,2022-03
좋아요,2022-03-01,대전터미널점,2022-03
좋아요,2022-03-01,대전터미널점,2022-03
버거가 맛있어요,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
직원분들이 매우친절,2022-03-01,대전터미널점,2022-03
좋아요,2022-03-01,대전터미널점,2022-03
조아용,2022-03-01,대전터미널점,2022-03
,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
좋아요,2022-03-01,대전터미널점,2022-03
,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
친절하ㅣ요,2022-03-01,대전터미널점,2022-03
친절해서좋았어요ㅋ,2022-03-01,대전터미널점,2022-03
초코콘 가격 인상이 너무 많이 되었네요,2022-03-01,대전터미널점,2022-03
초코콘 가격 너무 올랐어요,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
바닐라 쉐이크는 여윽시 맥날,2022-03-01,대전터미널점,2022-03
친절해요,2022-03-01,대전터미널점,2022-03
good,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
주차편해요,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
굿,2022-03-01,대전터미널점,2022-03
"감자튀김 못먹어서 아쉽긴한데, 새로나온 오렌지칠리 소스랑 맥너겟 조합 좋았어요!",2022-02-01,대전터미널점,2022-02
좋아요,2022-02-01,대전터미널점,2022-02
좋아요,2022-02-01,대전터미널점,2022-02
굿굿! 아아 조아여,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
맛있게 잘 먹었습니당 !,2022-02-01,대전터미널점,2022-02
남매니저님 친절#,2022-02-01,대전터미널점,2022-02
혼밥을 눈치 안보고 할 수 있어서 좋아요!,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
좋아요,2022-02-01,대전터미널점,2022-02
맛있어요,2022-02-01,대전터미널점,2022-02
그냥그래요,2022-02-01,대전터미널점,2022-02
아이들이 좋아해요,2022-02-01,대전터미널점,2022-02
ㅅㅅ,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
좋아요,2022-02-01,대전터미널점,2022-02
좋아요,2022-02-01,대전터미널점,2022-02
아침에먹어도 짱맛 ㅠ,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
좋아요,2022-02-01,대전터미널점,2022-02
조아요,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
좋아요,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-02-01,대전터미널점,2022-02
굿,2022-01-01,대전터미널점,2022-01
감자튀김이 너무 식었어요. 겉만 미지근... 속은 푸석하면서 식어 있어요.,2022-01-01,대전터미널점,2022-01
좋아요.,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
좋아요,2022-01-01,대전터미널점,2022-01
맛있어요,2022-01-01,대전터미널점,2022-01
맛있어요,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
맥런치 좋아요,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
좋아요,2022-01-01,대전터미널점,2022-01
맛나용,2022-01-01,대전터미널점,2022-01
키오스크 최악이에요,2022-01-01,대전터미널점,2022-01
다니기좋아요,2022-01-01,대전터미널점,2022-01
.,2022-01-01,대전터미널점,2022-01
좋아요,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
친절해요,2022-01-01,대전터미널점,2022-01
친절해요,2022-01-01,대전터미널점,2022-01
조아요,2022-01-01,대전터미널점,2022-01
맛있어요,2022-01-01,대전터미널점,2022-01
ㅈㅇㅇ,2022-01-01,대전터미널점,2022-01
ㅅㆍㅅ,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
굳,2022-01-01,대전터미널점,2022-01
굿,2022-01-01,대전터미널점,2022-01
좋아요,2022-01-01,대전터미널점,2022-01
드라이브 스루 넘 편해서 자주 이용해요!,2022-01-01,대전터미널점,2022-01
"애플파이 자두슬러쉬
비추천요",2022-01-01,대전터미널점,2022-01
좋아요,2022-01-01,대전터미널점,2022-01
굿.,2022-01-01,대전터미널점,2022-01
좋아요,2022-01-01,대전터미널점,2022-01
좋아요.,2022-01-01,대전터미널점,2022-01
좋아요.,2022-01-01,대전터미널점,2022-01
맛있어요.,2022-01-01,대전터미널점,2022-01
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
알바생이친절해요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
"이사와서 처음으로 맥모닝 사먹었는데, 커피도 맛있고 다 맛있게 잘 먹었어요!",2021-12-01,대전터미널점,2021-12
좋아요,2021-12-01,대전터미널점,2021-12
맛있어요,2021-12-01,대전터미널점,2021-12
,2021-12-01,대전터미널점,2021-12
간단하게 먹으려고. 포장했어요! 맛있어요 ㅎㅎㅎ,2021-12-01,대전터미널점,2021-12
직원분이 매우친절하고 음식도 빨리 나와요 매장도 쾌적👍🏻,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
"아니 진짜ㅋㅋ배달은 음식이 너무차갑게와서 일부러포장해서 따뜻하게먹으려고했는데
진짜 감자튀김 햄버거 맥너겟 어제튀기고 만들었어요?? 양심좀 있으세요. 참나ㅋㅋㅋㅋ집도착해서 열어보니 어처구니가없어서.
무슨 냉동고에 넣어놨나",2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
좋습니다,2021-12-01,대전터미널점,2021-12
좋아요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
좋아요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
좋아요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
DT점이라 픽업해서 가기 좋아요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
감튀는 맥날,2021-12-01,대전터미널점,2021-12
맛나요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
괜찮아요.,2021-12-01,대전터미널점,2021-12
"키 좀 작으신 남자매니저? 하.. 진짜 몰라서 물어보는건데 뭐 어쩌라는식이고 엄청 불친절하네요.. 시스템 모르는 사람, 처음 이용하는 사람은 모르니까 먹지도 못하나요;;",2021-12-01,대전터미널점,2021-12
좋아요,2021-12-01,대전터미널점,2021-12
햄버거는 역시 맥도날드~ 근데 여기는 주차공간이 협소해요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
출입구 짜증남...,2021-12-01,대전터미널점,2021-12
베이컨이 좀 비려요,2021-12-01,대전터미널점,2021-12
패티를 바로구워 주시면 좋겠어요,2021-12-01,대전터미널점,2021-12
좋아요 ,2021-12-01,대전터미널점,2021-12
좋아요 ,2021-12-01,대전터미널점,2021-12
👍,2021-12-01,대전터미널점,2021-12
진입하기 쉬워요,2021-12-01,대전터미널점,2021-12
맛있어요,2021-12-01,대전터미널점,2021-12
커피 맛있어요,2021-12-01,대전터미널점,2021-12
커피 가성비 좋아요,2021-12-01,대전터미널점,2021-12
굿,2021-12-01,대전터미널점,2021-12
굿,2021-11-01,대전터미널점,2021-11
ㅜ,2021-11-01,대전터미널점,2021-11
낫배다,2021-11-01,대전터미널점,2021-11
치즈스틱이 완전히 굳어져서 나오고 실망이에요 치킨도 다 식은거 주시네요 다른매장들은 뜨겁게 맛있게 먹는데 이곳은 드라이브쓰루나 시켜먹어도 항상 다 식고 굳은걸로 오네요 ㅠㅜㅜㅜㅜㅜㅜㅜㅜ,2021-11-01,대전터미널점,2021-11
조아요,2021-11-01,대전터미널점,2021-11
조아요,2021-11-01,대전터미널점,2021-11
디티라 방문하기 편해요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
저렴해서 좋아요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
친절한맥도날드,2021-11-01,대전터미널점,2021-11
굿,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
아침에 매장에 사람없어서 좋네용,2021-11-01,대전터미널점,2021-11
조아요,2021-11-01,대전터미널점,2021-11
굿,2021-11-01,대전터미널점,2021-11
굿,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
친절해요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
굿,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
2층에 야외테라스도 있고 좋아요,2021-11-01,대전터미널점,2021-11
굿,2021-11-01,대전터미널점,2021-11
오우뻬리굿 와~우,2021-11-01,대전터미널점,2021-11
좋아요,2021-11-01,대전터미널점,2021-11
오오,2021-10-01,대전터미널점,2021-10
굿,2021-10-01,대전터미널점,2021-10
ㅋ,2021-10-01,대전터미널점,2021-10
좋아여,2021-10-01,대전터미널점,2021-10
굿굿,2021-10-01,대전터미널점,2021-10
조아용,2021-10-01,대전터미널점,2021-10
좋아요,2021-10-01,대전터미널점,2021-10
굿,2021-10-01,대전터미널점,2021-10
굿,2021-10-01,대전터미널점,2021-10
맛잇어요,2021-10-01,대전터미널점,2021-10
좋아요~~~~,2021-10-01,대전터미널점,2021-10
맛있어요,2021-10-01,대전터미널점,2021-10
굿,2021-10-01,대전터미널점,2021-10
굿,2021-10-01,대전터미널점,2021-10
굳,2021-10-01,대전터미널점,2021-10
맛있어요,2021-10-01,대전터미널점,2021-10
굿,2021-10-01,대전터미널점,2021-10
역시 믿고 먹는 맥도날드 최고에요!!,2021-10-01,대전터미널점,2021-10
맛있어요.,2021-10-01,대전터미널점,2021-10
맛나요,2021-10-01,대전터미널점,2021-10
맛있어요 ㅎㅎ,2021-10-01,대전터미널점,2021-10
친절해요,2021-10-01,대전터미널점,2021-10
굿이여요,2021-10-01,대전터미널점,2021-10
맛잇어요 냠냠,2021-10-01,대전터미널점,2021-10
소프트콘맛집ㅋㅋ,2021-10-01,대전터미널점,2021-10
햄버거,2021-10-01,대전터미널점,2021-10
친절해요,2021-10-01,대전터미널점,2021-10
좋아요,2021-10-01,대전터미널점,2021-10
맛나용..,2021-10-01,대전터미널점,2021-10
굿굿,2021-10-01,대전터미널점,2021-10
베토디 너무 맛있어요!!🥺,2021-10-01,대전터미널점,2021-10
친절해요,2021-10-01,대전터미널점,2021-10
굿,2021-10-01,대전터미널점,2021-10
사람이 없어서 좋은데 회전률이 적은지 감자튀김이 눅눅합니다.,2021-09-01,대전터미널점,2021-09
햄버거 소스가 부족해요~ 지점따라 맛 차이가 있는듯,2021-09-01,대전터미널점,2021-09
맛있어용,2021-09-01,대전터미널점,2021-09
자주가는 곳이에요 맛 좋고 자리도 좋습니다~,2021-09-01,대전터미널점,2021-09
좋아요,2021-09-01,대전터미널점,2021-09
좋아요.,2021-09-01,대전터미널점,2021-09
좋아요,2021-09-01,대전터미널점,2021-09
조아요,2021-09-01,대전터미널점,2021-09
에그불고기 버거세트 맛나요,2021-09-01,대전터미널점,2021-09
카페라떼 맛있어요!,2021-09-01,대전터미널점,2021-09
가벼운 아침!,2021-09-01,대전터미널점,2021-09
굿,2021-09-01,대전터미널점,2021-09
굿굿,2021-09-01,대전터미널점,2021-09
굿,2021-09-01,대전터미널점,2021-09
맛잇고 깨끗햐요,2021-09-01,대전터미널점,2021-09
좋아요,2021-09-01,대전터미널점,2021-09
좋아요,2021-09-01,대전터미널점,2021-09
DT 눈 앞에 보여도 들어갈 수 있는 도로 방향이 하나뿐이라 길을 헤매게 됩니다. 다른 것은 다 좋습니다.,2021-09-01,대전터미널점,2021-09
굿,2021-09-01,대전터미널점,2021-09
굿,2021-09-01,대전터미널점,2021-09
음식도 맛나고 자주 이용하는곳,2021-09-01,대전터미널점,2021-09
"매장 2층까지있는데 생각보다 작았습니다 
의외로 사람들 많이 애용하더라구요",2021-09-01,대전터미널점,2021-09
굿,2021-09-01,대전터미널점,2021-09
ㅈㅎ아오,2021-09-01,대전터미널점,2021-09
맛있어요 1955버거 또 친절하세요,2021-09-01,대전터미널점,2021-09
아침대용으로 샀는데 좋아요,2021-09-01,대전터미널점,2021-09
맛있어요,2021-09-01,대전터미널점,2021-09
앞에 주문도 없었는데 칠러주문하고 20분은 기다린듯해요. 배달이 많앗는지 너무 오래걸리네요,2021-08-01,대전터미널점,2021-08
교육알바생 너무 불친절해요 힘든 티 엄청 내는데 알바 왜 해요,2021-08-01,대전터미널점,2021-08
Good,2021-08-01,대전터미널점,2021-08
도라에몽 해피밀시리즈 좋아요,2021-08-01,대전터미널점,2021-08
굿,2021-08-01,대전터미널점,2021-08
굿,2021-08-01,대전터미널점,2021-08
맛있어요,2021-08-01,대전터미널점,2021-08
친절해요,2021-08-01,대전터미널점,2021-08
맥모닝 먹었어용ㅎㅎㅎ,2021-08-01,대전터미널점,2021-08
굿,2021-08-01,대전터미널점,2021-08
굿,2021-08-01,대전터미널점,2021-08
굿,2021-08-01,대전터미널점,2021-08
굿,2021-08-01,대전터미널점,2021-08
디저트만 먹는것도 괜찮네요~,2021-08-01,대전터미널점,2021-08
주변 다른 지점에 비해 확실히 꼼꼼하고 맛있습니다,2021-08-01,대전터미널점,2021-08
조아요,2021-08-01,대전터미널점,2021-08
굿. 아이스크림 좋아요.,2021-08-01,대전터미널점,2021-08
맛나요,2021-08-01,대전터미널점,2021-08
편리해요,2021-08-01,대전터미널점,2021-08
감자가 긴게 없어요!!! 라지시켰는데 양도 많지 않고~ 정말 별로네요. 이럴거면 차라리 없다고 해주세요!!,2021-08-01,대전터미널점,2021-08
굿,2021-08-01,대전터미널점,2021-08
친절합니다,2021-08-01,대전터미널점,2021-08
좋아요,2021-08-01,대전터미널점,2021-08
"주차편하고,디티서비스좋아요.
버거도 맛있어앋.",2021-08-01,대전터미널점,2021-08
