content,date,지점명,YearMonth
맛있어요,2020-08-01,가수원DT점,2020-08
넓고  시원해요....늦게까지해서 좋아요...,2020-08-01,가수원DT점,2020-08
드라이브쓰루가 편리해요,2020-08-01,가수원DT점,2020-08
굿.~!.,2020-08-01,가수원DT점,2020-08
맛있어요.......,2020-08-01,가수원DT점,2020-08
맛있어용,2020-08-01,가수원DT점,2020-08
간편하게 먹기 좋아요,2020-08-01,가수원DT점,2020-08
맛은 있는데 매장 관리가 잘 안되는 것 같습니다. 비오는 날 건물 내부에 물이 새는 일도 다반사이며 건물 내부에 유입되는 벌레도 상당해서 매장에서 불쾌했던 기억이 있네요.,2020-08-01,가수원DT점,2020-08
알바생들이 조금 느리지만 맛은 있었어요,2020-08-01,가수원DT점,2020-08
"좋아요
주말에 사람 많네요",2020-08-01,가수원DT점,2020-08
늦은시간까지해서 너무 조아요,2020-08-01,가수원DT점,2020-08
부담없이 편하게 이야기 나눌 수 있는 곳,2020-08-01,가수원DT점,2020-08
자주이용합니다,2020-08-01,가수원DT점,2020-08
좋아요,2020-08-01,가수원DT점,2020-08
좋아요.,2020-08-01,가수원DT점,2020-08
맛있오요,2020-08-01,가수원DT점,2020-08
맛있어용,2020-08-01,가수원DT점,2020-08
👍,2020-08-01,가수원DT점,2020-08
맛있어요ㅔ,2020-08-01,가수원DT점,2020-08
드라이브스루 빠름빠름서비스가 좋아요,2020-08-01,가수원DT점,2020-08
친절해용  맛도좋구~~,2020-08-01,가수원DT점,2020-08
좋아요,2020-08-01,가수원DT점,2020-08
드라이브스루가 있어 좋아요,2020-08-01,가수원DT점,2020-08
좋아요,2020-08-01,가수원DT점,2020-08
아이스크림 먹으러왔는데 기계 고장나서 안된대요.. 실망 ㅠ,2020-08-01,가수원DT점,2020-08
그냥저냥,2020-08-01,가수원DT점,2020-08
좋아용,2020-08-01,가수원DT점,2020-08
"주차장  넓고, 매장 깔끔하고, 골프연습장 가기전에 ^^",2020-08-01,가수원DT점,2020-08
맛있어요,2020-08-01,가수원DT점,2020-08
"좋아요♡
근데, 가끔 드라이빙으로시키면 실수하기도해요ㅠ",2020-08-01,가수원DT점,2020-08
쌉존맛띠,2020-08-01,가수원DT점,2020-08
비오는 날이라 그런지 초코콘이 많이 무너졌어요.,2020-08-01,가수원DT점,2020-08
너무 맛있어요,2020-08-01,가수원DT점,2020-08
1995 먹으러 왔어요,2020-08-01,가수원DT점,2020-08
좋아요,2020-08-01,가수원DT점,2020-08
"처음 해피밀세트구매했는데 
알차고 좋네요^^",2020-08-01,가수원DT점,2020-08
맥도날드 감튀랑 바닐라아이스크림 같이 먹으니 더 맛나요!!,2020-08-01,가수원DT점,2020-08
아주좋아요,2020-08-01,가수원DT점,2020-08
가격착하고 맛도 좋고,2020-07-01,가수원DT점,2020-07
맛나요,2020-07-01,가수원DT점,2020-07
매장도넓고 맛있어요^^,2020-07-01,가수원DT점,2020-07
맛나는거 많아요,2020-07-01,가수원DT점,2020-07
스벅보다 카페라떼 맛있어요.,2020-07-01,가수원DT점,2020-07
아이스크림,2020-07-01,가수원DT점,2020-07
말이 필요없죠~*ㅋㅋ,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
맛있어요,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
맥날은 사랑~언제가도 좋은곳!,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
맛나요,2020-07-01,가수원DT점,2020-07
맛나요~,2020-07-01,가수원DT점,2020-07
맛나요,2020-07-01,가수원DT점,2020-07
드라이브스루를 잘 애용하고 잇어요,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
맛있어요~,2020-07-01,가수원DT점,2020-07
맛나요~~ㅎㅎ,2020-07-01,가수원DT점,2020-07
"불고기버거 맛나요.
양이 작아 아쉬울뿐.",2020-07-01,가수원DT점,2020-07
😄,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
남편을위해~~~ 남편이 맥도날드를 좋아해요,2020-07-01,가수원DT점,2020-07
맥날 새벽인데 사람 많다,2020-07-01,가수원DT점,2020-07
맛있어요,2020-07-01,가수원DT점,2020-07
맛있어요,2020-07-01,가수원DT점,2020-07
아포가토 맛집이예요,2020-07-01,가수원DT점,2020-07
맛있어요,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
야식은 바로 맥날 햄버거,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
역시 맥도날드 .맛나요,2020-07-01,가수원DT점,2020-07
맛있어요,2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
매장이 넓어서 좋아요 맛잇어요,2020-07-01,가수원DT점,2020-07
맛있는 햄버거~,2020-07-01,가수원DT점,2020-07
"올만에 소프트콘
맛나용~
근데 입구도로가 넘좁고 복잡해요ㅡㅡ",2020-07-01,가수원DT점,2020-07
빠르고 맛있어요,2020-07-01,가수원DT점,2020-07
맛있었어요 상하이버거 소스 다음엔 좀더 주세용 ㅠㅠ 너무 퍽퍽했어용 ㅠㅠ,2020-07-01,가수원DT점,2020-07
2,2020-07-01,가수원DT점,2020-07
.,2020-07-01,가수원DT점,2020-07
"맛있어요
",2020-07-01,가수원DT점,2020-07
좋아요,2020-07-01,가수원DT점,2020-07
굿,2020-07-01,가수원DT점,2020-07
#트리플치즈버거 #더블치즈버거 #맛있음,2020-07-01,가수원DT점,2020-07
맥사랑함ㅎ,2020-07-01,가수원DT점,2020-07
아이들은 좋아해요. 조금 비싼 느낌이네요.,2020-07-01,가수원DT점,2020-07
맥날은 밀쉐,2020-07-01,가수원DT점,2020-07
굿,2020-07-01,가수원DT점,2020-07
#맥도날드는 역시 밀크쉐이크,2020-07-01,가수원DT점,2020-07
새벽에도 아이스크림이 됐으면,2020-07-01,가수원DT점,2020-07
드라이브루스,2020-07-01,가수원DT점,2020-07
더블치즈버거에 집에있는 토마토 슬라이스한장~짱 맛!!!,2020-07-01,가수원DT점,2020-07
"바쁜건지 너무 대충만들었어요.
아무리포장이지만 이미 다 밀린상태로 패티가 튀어나와있네요.
다른것들도 상태는 같아요.",2020-07-01,가수원DT점,2020-07
ㅏ,2020-07-01,가수원DT점,2020-07
디카페인 커피가 나와서 너무 좋음,2020-07-01,가수원DT점,2020-07
,2020-07-01,가수원DT점,2020-07
"#맥도널드맛집 #싱싱한채소 #촉촉한패티
#폭신한빵 #사진을못찍은게한임 
",2020-07-01,가수원DT점,2020-07
맛있어요 좋아요 좋아요,2020-07-01,가수원DT점,2020-07
매장 깔끔하고 넓어요 주차장 굿,2020-07-01,가수원DT점,2020-07
2번째 ㅋ,2020-07-01,가수원DT점,2020-07
맛있쪄요!,2020-07-01,가수원DT점,2020-07
ㄱㅅ,2020-06-01,가수원DT점,2020-06
좋아요 ㅎㅎㅎㅎㅎㅎ,2020-06-01,가수원DT점,2020-06
ㄱ,2020-06-01,가수원DT점,2020-06
좋아요,2020-06-01,가수원DT점,2020-06
맛나요,2020-06-01,가수원DT점,2020-06
스낵랩좋아요,2020-06-01,가수원DT점,2020-06
새우버거는 롯***가 맛나네요.,2020-06-01,가수원DT점,2020-06
,2020-06-01,가수원DT점,2020-06
좋아요좋아요좋아요좋아요 ,2020-06-01,가수원DT점,2020-06
긋긋긋,2020-06-01,가수원DT점,2020-06
긋긋긋,2020-06-01,가수원DT점,2020-06
치즈스틱 짱 맛있음 디카페인커피도 맛있어요,2020-06-01,가수원DT점,2020-06
맛있어짐 맥도날드부활?,2020-06-01,가수원DT점,2020-06
"맥도날드 DT 빠르고  편한다
맛도 굿",2020-06-01,가수원DT점,2020-06
맛있는 빅맥,2020-06-01,가수원DT점,2020-06
드라이브스루 좋아요,2020-06-01,가수원DT점,2020-06
주말에 스타벅스때문에 길막혀요,2020-06-01,가수원DT점,2020-06
"패스트패스트
스루 좋은데 들어가는 입구 스벅스루랑 겹쳐서 주차장되는 경우 있음",2020-06-01,가수원DT점,2020-06
,2020-06-01,가수원DT점,2020-06
스타벅스랑 맞물려조금 들어가기힘드네요,2020-06-01,가수원DT점,2020-06
"
",2020-06-01,가수원DT점,2020-06
좋아요 ㆍ,2020-06-01,가수원DT점,2020-06
좋아요,2020-06-01,가수원DT점,2020-06
"맥올데이~

",2020-06-01,가수원DT점,2020-06
"조아요
",2020-06-01,가수원DT점,2020-06
맛있어요,2020-06-01,가수원DT점,2020-06
햄버거를 먹고 싶을때는 이곳에서 ,2020-06-01,가수원DT점,2020-06
좋아요,2020-06-01,가수원DT점,2020-06
"새로나온 크림치즈 상하이 버거 먹어봤는데
그냥저냥한 맛 호불호 갈릴맛 그냥 담부터는 상하이버거 먹는걸로ㅎㅎ",2020-06-01,가수원DT점,2020-06
드라이브쓰루 편하고 좋아요~,2020-06-01,가수원DT점,2020-06
ㅏ,2020-06-01,가수원DT점,2020-06
"항상 맛나요
매일가고 싶지만 거리가 멀어용",2020-06-01,가수원DT점,2020-06
드라이빙쓰루 ㅎ,2020-06-01,가수원DT점,2020-06
늘가는 아아맛집👍🏻👍🏻,2020-06-01,가수원DT점,2020-06
저렴하고 이용하기 좋아요!,2020-05-01,가수원DT점,2020-05
#관저동 #햄버거맛집,2020-05-01,가수원DT점,2020-05
상하이버거 맛있어요.,2020-05-01,가수원DT점,2020-05
"
",2020-05-01,가수원DT점,2020-05
"넘.오래기다려요.
드라이브 수루.ㅠ",2020-05-01,가수원DT점,2020-05
주문이 밀릴때는 dt쪽 주문을 빼느냐고 그러는건지 매장안은 기다리는 시간이 길 때가 많습니다. ,2020-05-01,가수원DT점,2020-05
편하게 드라이브스루로 커피를,2020-05-01,가수원DT점,2020-05
늘가는 당골 아아카페,2020-05-01,가수원DT점,2020-05
아침마다 이용합니다,2020-05-01,가수원DT점,2020-05
자주 방문하는곳 맥세권 좋아요,2020-05-01,가수원DT점,2020-05
모닝 아이스커피로 카페인 충전,2020-05-01,가수원DT점,2020-05
좋아요 위치도좋고,2020-05-01,가수원DT점,2020-05
커피가 싸서 좋아요~~~,2020-05-01,가수원DT점,2020-05
가까워서 자주 이용합니다 ,2020-05-01,가수원DT점,2020-05
햄버거는 맥도날드 24시간뜨루,2020-05-01,가수원DT점,2020-05
편하고좋아요,2020-05-01,가수원DT점,2020-05
소나기 내리는 오후 행복의 나라에서 행복을 찾았네요,2020-05-01,가수원DT점,2020-05
주차공간도 넓고 야채도 신선합니다,2020-05-01,가수원DT점,2020-05
#가수원동#맥도날드#맥올데이,2020-05-01,가수원DT점,2020-05
매장도 깔끔하고 햄버거도 맛있어요!,2020-05-01,가수원DT점,2020-05
굿,2020-05-01,가수원DT점,2020-05
좋아요 ,2020-05-01,가수원DT점,2020-05
치킨맛있어요,2020-05-01,가수원DT점,2020-05
다른 지점에 비해 아이스커피양이 적음,2020-05-01,가수원DT점,2020-05
"맥도날드맛있어요
늘이용하는맥드라이브",2020-05-01,가수원DT점,2020-05
,2020-05-01,가수원DT점,2020-05
가끔 아침 식사대용으로 구매해용,2020-05-01,가수원DT점,2020-05
커피 마시러 자주 옵니다.  시원하네요,2020-05-01,가수원DT점,2020-05
더운데 여긴 쉬원하네요,2020-05-01,가수원DT점,2020-05
햄버거 맛있게 먹었어요,2020-05-01,가수원DT점,2020-05
맥도날드 가성비갑 버거,2020-05-01,가수원DT점,2020-05
좋아여,2020-05-01,가수원DT점,2020-05
친절하고 아주 좋네요...,2020-05-01,가수원DT점,2020-05
차 막히면 노답,2020-05-01,가수원DT점,2020-05
맛있습니다~맥날 좋아요~^-^ ㅎㅎㅎ,2020-05-01,가수원DT점,2020-05
햄버거를 발로 만드는건지 쓰레기를 담아준거처럼 진짜 너무하네요 ㅡㅡ스푼도 빠져있고 가수워뉴맥말은 진짜 전체적으로 넘 불친절하고햄버거를 개떡같이 만들어서 항상 양상추가 너덜더널 여기저기튀어나오고 굴러다니고 ㅡㅡ ,2020-05-01,가수원DT점,2020-05
맛있어요,2020-05-01,가수원DT점,2020-05
좋아요,2020-05-01,가수원DT점,2020-05
"쏘쏘
바고플때후딱",2020-05-01,가수원DT점,2020-05
좋아요,2020-05-01,가수원DT점,2020-05
💙,2020-05-01,가수원DT점,2020-05
근방에 하나뿐이기도 하고 메뉴도 많고 빨리빨리 나와서 좋아욘,2020-05-01,가수원DT점,2020-05
불친절,2020-05-01,가수원DT점,2020-05
"컵 안쪽에 이물질이 발견됨. 죄송합니다,라는 영혼 없는 직원의 말투. 추가 주문으로 테이블 서비스 신청했으나 2층에 있는 진동벨이 울
리고 직접 가지러 감. 가지러 갔을 때는 코로나 종식되지 않아 한산한 분위기에 직원&알바들이 없음. 숨었나? 점장님 이 글 꼭 보시길.",2020-05-01,가수원DT점,2020-05
맛나요..빠르고..또 행운버거가 생각나네요,2020-05-01,가수원DT점,2020-05
맛있어용!!,2020-05-01,가수원DT점,2020-05
"친절하세요!
버거찍으려고했는데
맛나서 다먹어버림...",2020-05-01,가수원DT점,2020-05
맛있어요👍,2020-05-01,가수원DT점,2020-05
가성비 좋아요,2020-05-01,가수원DT점,2020-05
굿,2020-05-01,가수원DT점,2020-05
맛있어요~~,2020-04-01,가수원DT점,2020-04
역시 슈비버거죠 새벽2시에 먹고 배뚜들기면서 꿈잠잤습니다^^,2020-04-01,가수원DT점,2020-04
위치가 좋아요 ㅇㅇ,2020-04-01,가수원DT점,2020-04
상하이버거 맛있어서 자주 먹게 되네요,2020-04-01,가수원DT점,2020-04
좋아요 ,2020-04-01,가수원DT점,2020-04
"0.5점도아깝네요. 4월 26일 오후 2시쯤에 일한 드라이브스루 캐셔는 비꼬는 말투고, 일하기 싫으면 일하지말고 그냥 집에서 쉬세요. 배
고팠다가 너무 싸가지 없어서 밥맛이 뚝 떨어졌어요. 항상 가면 대게 불친절 한데 그냥 참고 이용했지만 이번은 진짜 이해할수가 없네
요. 다신 안가렵니다. 주변에도 가수원점 가지말라고 해야겠어요.",2020-04-01,가수원DT점,2020-04
실내가 넓어 친구들과 먹기편함,2020-04-01,가수원DT점,2020-04
맛있어요,2020-04-01,가수원DT점,2020-04
맛있고 편하네요,2020-04-01,가수원DT점,2020-04
조용하고 깨끗함. 특히 화장실이,2020-04-01,가수원DT점,2020-04
빠르고 친절해요;) 메뉴주문도 정확하고 ㅎ,2020-04-01,가수원DT점,2020-04
빠르고  맛있어요,2020-04-01,가수원DT점,2020-04
맥도날드 진짜맛있어요,2020-04-01,가수원DT점,2020-04
베이컨토마토디럭스햄버거 맛나용,2020-04-01,가수원DT점,2020-04
근처라서 잘 이용했어요!,2020-04-01,가수원DT점,2020-04
"맥날 햄버거 맛있어용
맥올데이로 직접가면 행사가로 먹을수있어서 좋았어용",2020-04-01,가수원DT점,2020-04
저렴하고맛있어요~,2020-04-01,가수원DT점,2020-04
맛있어졌어요 빵이! ,2020-04-01,가수원DT점,2020-04
넓어요,2020-04-01,가수원DT점,2020-04
편하게햄버거  사왔어요,2020-04-01,가수원DT점,2020-04
좋아요 ,2020-04-01,가수원DT점,2020-04
"d드라이브 스루 이용했어요!
맛있어요",2020-04-01,가수원DT점,2020-04
정말 좋아요^^,2020-04-01,가수원DT점,2020-04
24시간이라 좋아요,2020-04-01,가수원DT점,2020-04
빠르게 나오고 좋네요.,2020-04-01,가수원DT점,2020-04
드라이빙스루로 구매했는데 친절하시네요!,2020-04-01,가수원DT점,2020-04
"가까워서 자주이용
급할땐 커피도 마시는데 쏘쏘
라지는 얼음이너무많아요",2020-04-01,가수원DT점,2020-04
샹하이 먹구옴,2020-04-01,가수원DT점,2020-04
코로나로 힘든 시기에 드라이브스루로 통과하니 짱 좋았어요^^,2020-04-01,가수원DT점,2020-04
.,2020-03-01,가수원DT점,2020-03
저렴하고맛있어요~^^,2020-03-01,가수원DT점,2020-03
주차하기도좋고 매장도넓어요,2020-03-01,가수원DT점,2020-03
만족합니다.좋습니다.,2020-03-01,가수원DT점,2020-03
배달은 뭔가 항상 식어서오는데 드라이브 쓰루는 너무너무 편하고 뜨겁고 맛있어요♡,2020-03-01,가수원DT점,2020-03
맛있고 친절합니다. 24시간이니 참고,2020-03-01,가수원DT점,2020-03
아이들을 위한..,2020-03-01,가수원DT점,2020-03
좋아요,2020-03-01,가수원DT점,2020-03
,2020-03-01,가수원DT점,2020-03
요즘같은시국엔 디티점이 좋은거ㅏㅌ아요 ,2020-03-01,가수원DT점,2020-03
맛있어용,2020-02-01,가수원DT점,2020-02
.,2020-02-01,가수원DT점,2020-02
"꼬맹이들이 좋아해서 소프트콘 사줬는데 예쁘게 담아 주더라구요^^
아이스크림도 롯ㄷㄹㅇ보다 쪽득해요~",2020-02-01,가수원DT점,2020-02
"주문오래걸림
그릴드머쉬룸 상추한장뿐이지만 맛괜찮음.",2020-01-01,가수원DT점,2020-01
좋아보이고 좋아요.좋아요 ,2020-01-01,가수원DT점,2020-01
13번째 방문...과연,2020-01-01,가수원DT점,2020-01
주차장이 넓고 친절합니다.,2020-01-01,가수원DT점,2020-01
지나가다 들린 맥드라이브,2020-01-01,가수원DT점,2020-01
불친절함,2020-01-01,가수원DT점,2020-01
드라이브 스루라서 아주 좋습니다,2020-01-01,가수원DT점,2020-01
기프티콘이 있어서 사용하려고했는데 바로 도와주셔서 금방 살수 있었어요^^친절하고 좋았어요.큰도로라 바로보이고 접근성도 좋은편이었어요,2019-12-01,가수원DT점,2019-12
접근성이 좋고 편리해요,2019-12-01,가수원DT점,2019-12
"스타벅스랑 도서관 근처에 있어서 접근성좋고 내부가 넓네요~~!
친절하고 바로준비되어서 좋았어요",2019-12-01,가수원DT점,2019-12
"
",2019-12-01,가수원DT점,2019-12
감자튀김 좀 금방 튀긴걸로 주면 좋겠다,2019-11-01,가수원DT점,2019-11
매장이 크고 깨끗해서 좋아요,2019-11-01,가수원DT점,2019-11
핫초코 달고 진하고 평범한맛.,2019-11-01,가수원DT점,2019-11
,2019-11-01,가수원DT점,2019-11
ㅇㅇ,2019-10-01,가수원DT점,2019-10
현금영수증 해달랬는데 안해줌...,2019-10-01,가수원DT점,2019-10
스트로베리콘괜찮음,2019-10-01,가수원DT점,2019-10
ㅇㅇ,2019-10-01,가수원DT점,2019-10
맥윙이 새로나와서 방문했어요!!!,2019-10-01,가수원DT점,2019-10
주문후 빠르게 나와서 좋았어요~,2019-09-01,가수원DT점,2019-09
생각 보다 빠르게 나와서 놀랐어요~~,2019-09-01,가수원DT점,2019-09
드라이브 쓰루 편합니다. 제품도 맛있어요 ~!,2019-09-01,가수원DT점,2019-09
맥모닝 맛있는듯,2019-09-01,가수원DT점,2019-09
귀가길에 너무 배고파서 스낵랩 먹었어요ㅋㅠ,2019-09-01,가수원DT점,2019-09
라이딩 후 스낵랩 꿀맛!,2019-09-01,가수원DT점,2019-09
에그불고기괜찮음.,2019-09-01,가수원DT점,2019-09
카라멜맥플러리에 카라멜 안넣어줌... 말해도 사과도 없음 그럼 넣어드릴까요? 당연히 줘야지...,2019-08-01,가수원DT점,2019-08
"자리까지 가져다 주는 서비스 최고!
최애버거(상하이스파이스) 맛있게 먹었어요^^",2019-08-01,가수원DT점,2019-08
한참 열심히 먹었던 카라멜콘,2019-08-01,가수원DT점,2019-08
아메리카노가 싸고 맛있어요 매장도 넓고 쾌적해요,2019-08-01,가수원DT점,2019-08
"집 근처에 있어서 접근성이 좋은편입니다 2층도 있구요 통유리로 되어 있어서 뷰가 나름 괜찮아요 아이와 종종 아이스크림 먹으러 가
요 현재 1층 왼편 자리 천장 보수 중인듯 합니다",2019-08-01,가수원DT점,2019-08
1955맛있어요!,2019-08-01,가수원DT점,2019-08
이번에는 아보카도 베이컨으로^^,2019-08-01,가수원DT점,2019-08
,2019-07-01,가수원DT점,2019-07
빨리나와요,2019-07-01,가수원DT점,2019-07
"신메뉴 맛있어요!^^
강추!ㅎㅎㅎ",2019-07-01,가수원DT점,2019-07
믿고먹는 맥날,2019-07-01,가수원DT점,2019-07
"오후 11시 방문했는데
진짜 불친절해요 ",2019-07-01,가수원DT점,2019-07
아이들을 위한 서비스가 마음에 들어요,2019-06-01,가수원DT점,2019-06
맛있게 잘 먹었어요~,2019-06-01,가수원DT점,2019-06
,2019-06-01,가수원DT점,2019-06
개인적으로 파인애플이 더 맛있는듯?,2019-06-01,가수원DT점,2019-06
주차는 여기가 짱입니다,2019-06-01,가수원DT점,2019-06
맥도날드 라테는 웬만한 카페보다 맛있다!,2019-06-01,가수원DT점,2019-06
,2019-05-01,가수원DT점,2019-05
딜리버리 잘 이용하고 있어요,2019-05-01,가수원DT점,2019-05
청포도 칠러 맛있어요!,2019-05-01,가수원DT점,2019-05
접근성 좋고 매장이 넓어요!,2019-05-01,가수원DT점,2019-05
깔끔하고 좋아요,2019-05-01,가수원DT점,2019-05
,2019-05-01,가수원DT점,2019-05
직원분들 친절해요 드라이브쓰루 편해요,2019-05-01,가수원DT점,2019-05
,2019-05-01,가수원DT점,2019-05
맛이 예전만 못하네요.,2019-04-01,가수원DT점,2019-04
스낵랩 간편하게 먹기 존맛ㅎㅎㅎ,2019-03-01,가수원DT점,2019-03
넓고 쾌적해요 ,2019-03-01,가수원DT점,2019-03
깨끗하고 빨리나와요,2019-03-01,가수원DT점,2019-03
^^,2019-03-01,가수원DT점,2019-03
깨끗하고 넓어서 좋습니다,2019-03-01,가수원DT점,2019-03
자주가는곳 ㅋㅋ,2019-02-01,가수원DT점,2019-02
그저그럼,2019-02-01,가수원DT점,2019-02
자유로운분위기의 2층이 좋아요ㅋ,2018-11-01,가수원DT점,2018-11
초코콘 맛집,2018-09-01,가수원DT점,2018-09
저렴하구 신경쓰지않고 공부나 일할 수 있는 2층넘좋아요,2018-04-01,가수원DT점,2018-04
좋아요. 매장 크고 좋아요,2023-10-01,가장DT점,2023-10
"애초에 기계 점검이라고 안내도 못 받았고 직원이 실내 취식금지라고 제한도 없었는데 이미 취식중인데 결제 10분만에 나가라고 하질 
않나 나갈때까지 나가라고 얘길 하는데 아무리 포스트지를 부쳐놔도 못 볼수도 있는거 아닌가요? 기계 점검 안내문을 봤다면 포장을 
하던 그냥 되돌아 갔을겁니다. 이미 시켜놓고 혼자먹고 있는데 안내문을 부쳤다는둥 어쨌다는둥 옆에서 쓸고 닦고 안내문 부쳤...",2023-10-01,가장DT점,2023-10
좋아요 ,2023-10-01,가장DT점,2023-10
굳굳,2023-10-01,가장DT점,2023-10
..,2023-10-01,가장DT점,2023-10
"좋아요
",2023-10-01,가장DT점,2023-10
매장 깨끗해서  굿😀 ,2023-10-01,가장DT점,2023-10
굿,2023-10-01,가장DT점,2023-10
굿,2023-10-01,가장DT점,2023-10
굿,2023-10-01,가장DT점,2023-10
대파크로켓 버거 궁금해서 와봤어영!,2023-10-01,가장DT점,2023-10
"맥도널드
배고파서 먹는 배거
맛있는 버거는 집버거",2023-10-01,가장DT점,2023-10
좋아요^^,2023-10-01,가장DT점,2023-10
굿,2023-10-01,가장DT점,2023-10
선데아이스크림 할인하길래 구매했더니 양이 엄청 적네요,2023-10-01,가장DT점,2023-10
칠러맛잇음  비프스낵랩 ,2023-10-01,가장DT점,2023-10
.,2023-10-01,가장DT점,2023-10
굿,2023-09-01,가장DT점,2023-09
조와요,2023-09-01,가장DT점,2023-09
커피,2023-09-01,가장DT점,2023-09
비누가 있습니다 화장실에,2023-09-01,가장DT점,2023-09
"슈비버거 대파머거 시켰는데 야채랑 소스도 많에 들어가있고 맛있네요!
",2023-09-01,가장DT점,2023-09
,2023-09-01,가장DT점,2023-09
,2023-09-01,가장DT점,2023-09
"맛있어요
",2023-09-01,가장DT점,2023-09
"맛있어요
",2023-09-01,가장DT점,2023-09
잘 먹었습니다,2023-09-01,가장DT점,2023-09
진도대파크로켓 다시 나와서 좋아요~,2023-09-01,가장DT점,2023-09
좋아요,2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
좋아요,2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
매장이 넓고 깔끔해요 커피와음료도 맛있고 직원분들이 아주 친절하고 친구 만니기는 너무 좋아요 👍 ,2023-09-01,가장DT점,2023-09
굿굿,2023-09-01,가장DT점,2023-09
.,2023-09-01,가장DT점,2023-09
악평은 누누히 들었지만 음식이 빠져있었어요,2023-09-01,가장DT점,2023-09
"오늘아침식사로 해피밀과 맥모닝택했어요🥰 DT점이긴한데 해피밀장난감때문에 항상주차후 들어갑니다ㅜㅜ주차장이 매우좁고 입구
와 출구가 한곳이라 운전할때 매우주의를 요합니다.주차후 회전구간에 라이더분들이 너무애매 하게 파킹해놓으셔서 회전하다 차긁을
뻔했어요..주차빼고는 나무랄게없는곳~~ 오전인데도 사람이 엄청많습니당👍오늘도 성공적 맥모닝🔥갠적으로 베이컨 토마토에...",2023-09-01,가장DT점,2023-09
오레오 👍,2023-09-01,가장DT점,2023-09
포장이 짱 빨리ㅏ요 DT편함~~~ 대파버거 맛있네영,2023-09-01,가장DT점,2023-09
"가끔 들리는데 매장도 크고 친절합니다
DT빨리나와서 좋아요",2023-09-01,가장DT점,2023-09
"다른 맥보다 무엇보다 청결해서 dt로 자주 이용하는편이다.
괜시리 더 맛나기도 한것도 같다ㅎㅎ",2023-09-01,가장DT점,2023-09
집앞 맥도날드가 딱 있어서 좋다능!ㅎㅎ,2023-09-01,가장DT점,2023-09
드라이브스루 이용해서 주문했는데 직원분이 친절하시네요😊👍,2023-09-01,가장DT점,2023-09
,2023-09-01,가장DT점,2023-09
좋아요,2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
좋아요,2023-09-01,가장DT점,2023-09
,2023-09-01,가장DT점,2023-09
친절해서 굿~~👍,2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
"저녁 11시쯤 갔는데 사람 많아요 ㅎㅎㅎ 
굳 맥날",2023-09-01,가장DT점,2023-09
맥날 조아요,2023-09-01,가장DT점,2023-09
"해피 썬데이 아이스크림 !!! 지난번에 아이스크림콘도 속비워서 팔길래 !!! 이번엔 컵에 담긴 썬데이 역시나 속비고 양적음 가장DT점 여
긴 걸러내야할거 같아서 영수증 리뷰 처음 써봄",2023-09-01,가장DT점,2023-09
"맥도날드 불고기버거 첨 먹어보는데 맛있네요.
코울슬로는 진리입니당!",2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
"자주찾는 곳인데 전원코드 있는 자리를 알바생들이 다 차지하고 있어 이용이 불편하네요 알바끝나고 이용하는건 이해하겠는데  자리
에 장시간 앉아 있지도 않으면서  고객들이 이용하지 못하게 하는건 좀 아닌것 같아요",2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
맛있어요,2023-09-01,가장DT점,2023-09
",,,,",2023-09-01,가장DT점,2023-09
굿👍,2023-09-01,가장DT점,2023-09
패스트 푸드! 빨리 나와서 좋아요,2023-09-01,가장DT점,2023-09
감사합니다 다먹어서 이거밖에 못올리네요 ㅜ,2023-09-01,가장DT점,2023-09
역시 스낵랩은 치킨이 젤 맛있어요!! 주말이라 손님이 엄청 많았어요.,2023-09-01,가장DT점,2023-09
오늘은 패티에서 약간 탄내가 나서 조금 아쉬웠습니다ㅠ,2023-09-01,가장DT점,2023-09
굿,2023-09-01,가장DT점,2023-09
매장이 넓고 깔끔해요 햄버거 종류가 다양하게 많고 음료와 커피도 아주 맛있어요 ,2023-09-01,가장DT점,2023-09
좋아요 ,2023-09-01,가장DT점,2023-09
,2023-09-01,가장DT점,2023-09
",,,,",2023-09-01,가장DT점,2023-09
좋아요,2023-09-01,가장DT점,2023-09
햄버거 먹고 싶을 땐 맥도날드~👍,2023-09-01,가장DT점,2023-09
